UNIT_ID,UNIT_NAME,ITEM_ID,ITEM_NAME,CATEGORY_NAME,BRAND_NAME,BALANCE
6,KIMS,9000086908,WIRE;ENAMEL;COPPER;#17,ELECTRICAL,GHAZI,25
9,HINA PACKAGES MULTAN,9000131696,BEARING;16007,BEARING,SC,17
1,GIBS,9000031327,BETNESOL-N;DROP,MEDICINE,,4
19,VISION LAHORE,9000051866,VOLUME;5 K,ELECTRICAL,GENERAL ITEMS,2
3,USMAN TRADE LINKERS,9000063745,BELT;PLAIN;B 108,BELT,DONGAL,10
19,VISION LAHORE,9000068251,SHEET;SWITCH;X05-0130,ELECTRICAL,ORANGE,7
24,EXPERT ADVERTISING LAHORE,9000057182,"HINGES;DOOR;M.S;4""",BUILDING MATERIAL (E&M),GENERAL ITEMS,12
61,WATER PARK ( MANSOOR SNACKS),9000056030,POLYFAX;CREAM,MEDICINE,GENERAL ITEMS,20
40,SMF INDUSTRIES LTD,9000057134,VALVE;BALL;UPVC;1'';SCH-80,BUILDING MATERIAL (E&M),IMPORTED,4
60,GIBS FOOD PRODUCTS,9000072533,"SHEET;SOCKET;MULTI;4""X4""",ELECTRICAL,AQUA,9
1,GIBS,9000068167,BOLT;L KEY;M.S;8MMX15MM,MECHANICAL,,70
1,GIBS,9000077920,FILTER;AIR;C 31220,MECHANICAL,,1
19,VISION LAHORE,9000117939,LIGHT;LED;13 W,ELECTRICAL,PHILIPS,2
19,VISION LAHORE,9000055268,ROD;WELDING E6013;M.S;2.5MM;MT-12,MECHANICAL,PERMANENT,7.5
19,VISION LAHORE,9000134185,UV;LAMP;8K-99Z95-1596,ROLLAND PARTS,MAN ROLAND,1
8,WATER VILLAGE,9000055598,PAD;ROUGH;LARGE,STATIONARY,GENERAL ITEMS,23
9,HINA PACKAGES MULTAN,9000075120,"BOLT;L KEY;M.S;10MMX4""",MECHANICAL,,16
9,HINA PACKAGES MULTAN,9000093465,PAINT;W/SHIELD;BUFF GREY,BUILDING MATERIAL (E&M),MASTER,1
19,VISION LAHORE,9000048872,BEARING;HK 1516,BEARING,SKF,1
19,VISION LAHORE,9000132239,O RING;15917-92061201,BOBST PARTS,BAUMER,2
60,GIBS FOOD PRODUCTS,9000070624,UNIFORM;Q.E;MULTI;MEDIUM,SAFETY EQUIPMENT,,8
40,SMF INDUSTRIES LTD,9000118615,L KEY;SET;STAR;9PCS,TOOLS,J TECH,1
6,KIMS,9000135025,STAMP;ROUND,STATIONARY,,25
40,SMF INDUSTRIES LTD,9000128922,BELT;TIMING;240L-HX19MM,BELT,,4
9,HINA PACKAGES MULTAN,9000114345,PAINT;PRIMER;RED OXIDE,BUILDING MATERIAL (E&M),MASTER,3
3,USMAN TRADE LINKERS,9000122765,LIMIT SWITCH;CZ 7311,ELECTRICAL,TENSE,2
1,GIBS,9000073670,OIL SEAL;100X120X12,BEARING,SKF,6
6,KIMS,9000065580,DRILL BIT;HSS;6MM,TOOLS,DORMER,6
6,KIMS,9000024300,S.S BEND 2'',MECHANICAL,GENERAL ITEMS,3
6,KIMS,9000023482,CAIM LOLYPOP,MECHANICAL,GENERAL ITEMS,3
19,VISION LAHORE,9000130567,BUSH,BOBST PARTS,LOCAL,35
60,GIBS FOOD PRODUCTS,9000127823,SPOON;DAIG,GENERAL,,1
9,HINA PACKAGES MULTAN,9000062383,CABLE;50MM 4 CORE,ELECTRICAL,PAKISTAN CABLE,28
6,KIMS,9000094170,"P-TRAP;CERAMIC;4""",BUILDING MATERIAL (E&M),MASTER,1
6,KIMS,9000078096,TYRE;W/TUBE;#4.008,MECHANICAL,,11
3,USMAN TRADE LINKERS,9000055015,WIRE;ENAMEL;COPPER;#29,ELECTRICAL,MODERN,3
40,SMF INDUSTRIES LTD,9000137242,BELT;PLAIN;A-29,BELT,BONDS,1
60,GIBS FOOD PRODUCTS,9000136852,FIXTURE;LED;GLT-ZALUX;2X10.5W,ELECTRICAL,GLT,20
1,GIBS,9000049502,OIL SEAL;35X72X10,BEARING,SKF,13
9,HINA PACKAGES MULTAN,9000064433,CUTTER;END MILL;HSS;12MM,TOOLS,CHINA,4
9,HINA PACKAGES MULTAN,9000129228,ROLLER;FEEDING UNIT;SYK-990,MECHANICAL,,1
9,HINA PACKAGES MULTAN,9000129240,ROLLER;FEEDING UNIT;SYK-4212,MECHANICAL,,1
9,HINA PACKAGES MULTAN,9000102293,BLENDER;4/10LYI;10MPA,MECHANICAL,,1
9,HINA PACKAGES MULTAN,9000129252,CAM SET;STRAPPING MACHINE,MECHANICAL,,16
60,GIBS FOOD PRODUCTS,9000055540,LOG BOOK;P/HOUSE,STATIONARY,GENERAL ITEMS,4
40,SMF INDUSTRIES LTD,9000131564,SENSOR;BES12M1-PSC40B-S04G,ELECTRICAL,BALLUFF,3
19,VISION LAHORE,9000137364,SUCKER;LIFTING SUPPORT,ROLLAND PARTS,OEM,9
19,VISION LAHORE,9000137805,ENTRAI.PROGAMME;BSA07440000NF,BOBST PARTS,BOBST,1
19,VISION LAHORE,9000137688,SENSOR;CABLE;M/F 4 PIN,ELECTRICAL,LOCAL,4
19,VISION LAHORE,9000138635,WASHER;80.90R40-0161,ROLLAND PARTS,MAN ROLAND,2
60,GIBS FOOD PRODUCTS,9000098805,LINK;TAFLON;52X57X9.5MM,MECHANICAL,,61
9,HINA PACKAGES MULTAN,9000062938,CIRCUIT BREAKER;MCB;25 AMP 2P,ELECTRICAL,SCHNEIDER,5
8,WATER VILLAGE,9000138311,BEARING;BRACKET;UCF 206/H,BEARING,SKF,1
3,USMAN TRADE LINKERS,9000063725,BELT;PLAIN;A 82,BELT,DONGAL,4
1,GIBS,9000045619,BEARING;6203-2RSH,BEARING,SKF,10
9,HINA PACKAGES MULTAN,9000138392,BEARING;UC-210,BEARING,TIMKEN,2
40,SMF INDUSTRIES LTD,9000135312,GEAR SPROCKET;M.S;14 T II,MECHANICAL,,6
8,WATER VILLAGE,9000086950,"SHOWER;HEAD;S.S;6""",BUILDING MATERIAL (E&M),,40
40,SMF INDUSTRIES LTD,9000083693,LOCK;BEARING;OUTER;18MM,MECHANICAL,,20
19,VISION LAHORE,9000139955,GEAR;SUCTION WHEEL,KBA PARTS,LOCAL,9
6,KIMS,9000104053,FILTER;AIR;25064,MECHANICAL,KELTEC,1
40,SMF INDUSTRIES LTD,9000140290,SCOURER;SUBBI;SPONGE,GENERAL,,57
4,SMF INDUSTRIES LTD # 02,9000142007,OIL SEAL;45X100X10,BEARING,SKF,8
28,VISION HATTAR ( INDUS ),9000141319,PIPE;PPRC;63 MM;PN20,BUILDING MATERIAL (E&M),POPULAR,6
19,VISION LAHORE,9000121308,SWITCH;SELECTOR;ON-OFF-ON;22MM,ELECTRICAL,SCHNEIDER ORIGINAL,6
6,KIMS,9000079951,SHIM;PATRI;BRASS;#2000,MECHANICAL,,5
6,KIMS,9000077085,AIR UNION;ELBOW;PVC;10MM,MECHANICAL,CHINA,19
4,SMF INDUSTRIES LTD # 02,9000123843,PIN;DOWEL;M.S;6MMX35MM,MECHANICAL,,600
3,USMAN TRADE LINKERS,9000088725,MARKER;BOARD;BLACK,STATIONARY,PIANO,2
6,KIMS,9000051637,"FAN;EXHAUST;METAL;18""",ELECTRICAL,PAK FAN,2
6,KIMS,9000063934,BELT;PLAIN;B 45,BELT,DONGAL,8
6,KIMS,9000083036,VALVE;SOLENOID;4V210-08,ELECTRICAL,CHINA,1
1,GIBS,9000124573,SAFETY;CONTROL;MODULE;SRB-301MC-24V,ELECTRICAL,SCHMERSAL,1
4,SMF INDUSTRIES LTD # 02,9000142970,BEARING;30304,BEARING,SKF,3
24,EXPERT ADVERTISING LAHORE,9000142667,BELT;CUT;B 78,BELT,EUROPEAN,2
40,SMF INDUSTRIES LTD,9000026923,PANEL;CONTROL,ELECTRICAL,MAN ROLAND,2
19,VISION LAHORE,9000140445,BOLT FOR STRIPING SIZE LOCK,ROLLAND PARTS,LOCAL,10
1,GIBS,9000063971,BELT;PLAIN;B 82,BELT,DONGAL,10
4,SMF INDUSTRIES LTD # 02,9000072167,"AIR SILENCER;BRASS;1/8""",MECHANICAL,CHINA,18
4,SMF INDUSTRIES LTD # 02,9000113147,VALVE;SOLENOID;S3-06,ELECTRICAL,SNS,2
24,EXPERT ADVERTISING LAHORE,9000144188,LIGHT;FIXTURE;1277LX145WX101H MM,ELECTRICAL,ALHAMA,20
3,USMAN TRADE LINKERS,9000049370,OIL SEAL;17X30X7,BEARING,SKF,6
40,SMF INDUSTRIES LTD,9000048385,BEARING;6310-2Z,BEARING,SKF,4
4,SMF INDUSTRIES LTD # 02,9000049559,OIL SEAL;45X68X12,BEARING,SKF,24
8,WATER VILLAGE,9000022421,COPPER PATI,ELECTRICAL,GENERAL ITEMS,11.84
40,SMF INDUSTRIES LTD,9000051346,"SOCKET;G.I;1""X1-1/4""",MECHANICAL,GENERAL ITEMS,6
9,HINA PACKAGES MULTAN,9000098686,VARNISH;OIL PASTE,BUILDING MATERIAL (E&M),,36
6,KIMS,9000115781,REGISTER;VEHICLE LOG BOOK,STATIONARY,,2
1,GIBS,9000073316,HOLDER;BULB;BRASS;B22,ELECTRICAL,LOCAL,1
1,GIBS,9000105756,BEARING;END;POS 6R,BEARING,CHINA,51
9,HINA PACKAGES MULTAN,9000096259,GRIPPER;FOR BOBST DEY MACHINE,MECHANICAL,,148
40,SMF INDUSTRIES LTD,9000141380,SEAL KIT;AIR CYLINDER;DSBC-50-160-PPSA,MECHANICAL,FESTO,5
1,GIBS,9000143486,BUSH;CARBON;12X16X30MM,ELECTRICAL,,6
6,KIMS,9000115990,"BRUSH;TAFLON;3.5""X7""",MECHANICAL,,40
6,KIMS,9000076870,"AIR CONN;STRAIGHT;S.S;MALE;12MMX1/4""",MECHANICAL,CHINA,50
6,KIMS,9000077078,"AIR CONN;STRAIGHT;PVC;MALE;6MMX1/2""",MECHANICAL,CHINA,135
24,EXPERT ADVERTISING LAHORE,9000132743,CABLE TIE;CV-150;WHITE,ELECTRICAL,KSS,4
28,VISION HATTAR ( INDUS ),9000055677,GLOVE;COTTON,SAFETY EQUIPMENT,GENERAL ITEMS,12
40,SMF INDUSTRIES LTD,9000061200,OIL SEAL;70X92X12,BEARING,SKF,1
28,VISION HATTAR ( INDUS ),9000088389,"VALVE;SAFETY;S.S;1""",MECHANICAL,,4
9,HINA PACKAGES MULTAN,9000145011,HEATER;ROD;11.5X140MM;450W,ELECTRICAL,,2
9,HINA PACKAGES MULTAN,9000145027,HEATER;CERMIC;120X120;650 W;2 WIRE,ELECTRICAL,,18
40,SMF INDUSTRIES LTD,9000145668,GUN;SPRAY;E-70;NOZZLE-1.8MM,TOOLS,CHINA,1
3,USMAN TRADE LINKERS,9000145919,WD-100;400 ML,OIL & LUBRICANTS,CHINA,15
9,HINA PACKAGES MULTAN,9000076240,RED CHILI;POWDER,MESS ITEMS,,10
24,EXPERT ADVERTISING LAHORE,9000072966,SENSOR;PROXIMITY;NBB4-12GM50,ELECTRICAL,PEPPERL+FUCHS,1
9,HINA PACKAGES MULTAN,9000051571,GLAND;CABLE;PVC;PG 13,ELECTRICAL,GENERAL ITEMS,6
6,KIMS,9000063912,BELT;PLAIN;B 23,BELT,DONGAL,4
1,GIBS,9000141981,BEARING;BRACKET;UCP 208/H,BEARING,SKF,4
24,EXPERT ADVERTISING LAHORE,9000135012,COVER;EMERGENCY;PUSH STOP;22MM,ELECTRICAL,,2
6,KIMS,9000029731,CHAIN;08B-I;HOLLOW,MECHANICAL,GENERAL ITEMS,50
1,GIBS,9000106436,HEATER;CARTRIDGE;8X70MM;150 W,ELECTRICAL,,18
72,FLOUR MILLS,9000147668,TERMINAL BOX 60X80X38MM,ELECTRICAL,PALAZZOLI,8
72,FLOUR MILLS,9000147029,SENSOR MAGNETIC T7 CODE W095414 YW095414,ELECTRICAL,GENERAL ITEMS,8
72,FLOUR MILLS,9000146746,CABLE 2.5MM S CORE ORANGE,ELECTRICAL,GENERAL ITEMS,25
6,KIMS,9000024186,PAINT ROLLER,BUILDING MATERIAL (E&M),GENERAL ITEMS,4
72,FLOUR MILLS,9000146976,WHITE NBR SEAL DN 400 Y21105/1483/03,MECHANICAL,GENERAL ITEMS,1
72,FLOUR MILLS,9000146987,UPPER CLAMP EVIN/EVCN 1500 910407751450,MECHANICAL,GENERAL ITEMS,4
28,VISION HATTAR ( INDUS ),9000131366,HANDLE;HAMMER;WOODEN;MEDIUM,TOOLS,,5
72,FLOUR MILLS,9000147219,HIGHT TEMPERATURE GREASE Y8690000000001,OIL & LUBRICANTS,GENERAL ITEMS,1
72,FLOUR MILLS,9000147313,SOLENOID VALVE 24VAC OPGL 151.1 YH200A00060,ELECTRICAL,GENERAL ITEMS,2
72,FLOUR MILLS,9000147372,CIRCUIT BREAKER S00 3P 3.5-5A Y3RV2011-1FA20,ELECTRICAL,GENERAL ITEMS,1
72,FLOUR MILLS,9000147397,SIMATIC ET 200SP PROFINET Y6ES7155-6AU01,ELECTRICAL,SIEMENS,1
72,FLOUR MILLS,9000147172,BELT TYPE SPB-5600 YSPB5600,BELT,GENERAL ITEMS,45
72,FLOUR MILLS,9000147083,AIR-VALVE COMPLETE W/RUBBER SEAL W91043061S,MECHANICAL,GENERAL ITEMS,8
72,FLOUR MILLS,9000147246,LOWER SLEEVE Y21105/ND170/04,MECHANICAL,GENERAL ITEMS,1
72,FLOUR MILLS,9000147138,BELT POWERGRIP GT3 720 7101C101,BELT,GENERAL ITEMS,6
72,FLOUR MILLS,9000147156,SEAL RING OR 173 8418A109,MECHANICAL,GENERAL ITEMS,8
72,FLOUR MILLS,9000146858,GALVANIZED BOLT WITH SELF-LOCKING 8068G7250,MECHANICAL,GENERAL ITEMS,920
19,VISION LAHORE,9000138920,SOUNDER FLASHER;T-FAS265,ELECTRICAL,CONTEXT PLUS UK,6
8,WATER VILLAGE,9000051579,GLAND;CABLE;PVC;PG 42,ELECTRICAL,GENERAL ITEMS,15
40,SMF INDUSTRIES LTD,9000126176,"PIPE;UPVC;1"";B-CLASS",BUILDING MATERIAL (E&M),DADEX,20
6,KIMS,9000095726,SEAL;HYDRAULIC;25X35X8,MECHANICAL,,24
6,KIMS,9000077860,LOCK;BEARING;OUTER;40MM,MECHANICAL,,24
8,WATER VILLAGE,9000129230,CLEANER;MULTI;PURPOSE,GENERAL,RICH,33
4,SMF INDUSTRIES LTD # 02,9000094591,"DRILL BIT;MASONRY;20MMX6""",TOOLS,HILTI,2
24,EXPERT ADVERTISING LAHORE,9000020225,BELT B 99,BELT,GENERAL ITEMS,1
19,VISION LAHORE,9000146046,BRUSH;D60X10X20;BSA1027008200,BOBST PARTS,LOCAL,8
72,FLOUR MILLS,9000124140,PLUG;INDUSTRIAL;3 PIN;16A,ELECTRICAL,CLIPSAL,102
72,FLOUR MILLS,9000062191,KNIFE;PAPER CUTTER,STATIONARY,CHINA,6
72,FLOUR MILLS,9000113692,AIR CYLINDER;SC 40X100,MECHANICAL,BOGSH,2
72,FLOUR MILLS,9000019865,BEARING BUSH H322,BEARING,LOCAL,2
72,FLOUR MILLS,9000046520,BEARING;2213 ETN9,BEARING,SKF,2
40,SMF INDUSTRIES LTD,9000024256,S.S JALI,MECHANICAL,GENERAL ITEMS,2
6,KIMS,9000112839,STEEL IRON BAR;M.S;SQUARE,MECHANICAL,,10
4,SMF INDUSTRIES LTD # 02,9000149090,CHAIN LOCK;F/LINK;#60-I;W/ATTACHMENT,MECHANICAL,,100
1,GIBS,9000093508,INVERTER;0.75 KW,ELECTRICAL,IKON-CHINA,1
40,SMF INDUSTRIES LTD,9000130129,CHEMICAL;REASON,CHEMICALS (E&M),,10
4,SMF INDUSTRIES LTD # 02,9000143371,JALI;PLASTIC;92M,MECHANICAL,,37.5
19,VISION LAHORE,9000149443,CABLE;X17.2;3X1.5MM,KBA PARTS,KBA,1
9,HINA PACKAGES MULTAN,9000114273,EARTH;WIRE;2.5MM,ELECTRICAL,FAST CABLE,2
3,USMAN TRADE LINKERS,9000137571,SENSOR;PROXIMITY;E3F-DS30C4,ELECTRICAL,CHINA,3
6,KIMS,9000054011,BOLT;S.S;8MMX25MM,MECHANICAL,GENERAL ITEMS,120
19,VISION LAHORE,9000149072,NEEDLE BEARING; 17X30X14,BOBST PARTS,LOCAL,2
24,EXPERT ADVERTISING LAHORE,9000149926,GRIPPER;P7339872,KBA PARTS,KBA,5
19,VISION LAHORE,9000148737,OIL FILTER;HC-7933,MECHANICAL,SAKURA,1
28,VISION HATTAR ( INDUS ),9000057269,"TOWER BOLT;M.S;6""",BUILDING MATERIAL (E&M),GENERAL ITEMS,2
8,WATER VILLAGE,9000105766,FOAM TROWEL;GARMALA,BUILDING MATERIAL (E&M),,4
72,FLOUR MILLS,9000054833,BOLT;ANCHOR;G.I;12MM,MECHANICAL,CHINA,320
6,KIMS,9000077477,AIR CYLINDER;MAL 40X125,MECHANICAL,WSNS,2
72,FLOUR MILLS,9000121585,FIRE ALARM;CONTROL PANEL;714-001-242;DXC4;FOUR LOOP,ELECTRICAL,HONEYWELL,2
19,VISION LAHORE,9000152785,CELL;AA,GENERAL,CAMELION,21
6,KIMS,9000092928,AIR CYLINDER;DSBC-50-60-PPVA-N3,MECHANICAL,FESTO,2
19,VISION LAHORE,9000151480,REGISTER;A4;#20,STATIONARY,,8
6,KIMS,9000150154,BELT;ROUND;510X4MM,BELT,,2
72,FLOUR MILLS,9000122128,SILICONE;RTV;310ML WHITE,MECHANICAL,GMSA,12
72,FLOUR MILLS,9000054016,BOLT;S.S;10MMX40MM,MECHANICAL,GENERAL ITEMS,95
72,FLOUR MILLS,9000067592,POUCH;LAMINATION;A4,STATIONARY,,433
1,GIBS,9000108196,GEAR BOX;PLANETARY;10:1 RATIO;PS090-A0205C1935,MECHANICAL,DELTA,2
6,KIMS,9000094144,DRILL BIT;HSS;8.5MM,TOOLS,LOT,1
4,SMF INDUSTRIES LTD # 02,9000086730,ROD;WELDING;TUNGSTEN;2.4MM,MECHANICAL,CHINA,30
4,SMF INDUSTRIES LTD # 02,9000153067,OIL SEAL;45X72X8,BEARING,IMPORTED,4
40,SMF INDUSTRIES LTD,9000097569,OIL SEAL;30X42X8,BEARING,SKF,12
9,HINA PACKAGES MULTAN,9000150343,"DISK;LEATHER;6""X12MM",MECHANICAL,,2
9,HINA PACKAGES MULTAN,9000056288,RACK;DATA CABINET 9U,COMPUTER/ I.T ACCESSORIES,GENERAL ITEMS,1
9,HINA PACKAGES MULTAN,9000063720,BELT;PLAIN;A 77,BELT,DONGAL,11
6,KIMS,9000091585,"CLAMP;W/COLLAR;S.S;3""",MECHANICAL,,8
24,EXPERT ADVERTISING LAHORE,9000073280,"SPRING;M.S;81MMX2""",MECHANICAL,,5
4,SMF INDUSTRIES LTD # 02,9000143116,SPRAY;CLEANER;GLASS;500ML,GENERAL,CYCLON,1
60,GIBS FOOD PRODUCTS,9000045604,BEARING;6201-2Z,BEARING,SKF,7
60,GIBS FOOD PRODUCTS,9000084666,BEARING;LM20UU,BEARING,LOCAL,8
60,GIBS FOOD PRODUCTS,9000152146,SPRING;M.S;65X16X2MM,MECHANICAL,,50
60,GIBS FOOD PRODUCTS,9000047073,BEARING;4204 ATN9,BEARING,SKF,6
60,GIBS FOOD PRODUCTS,9000048865,BEARING;HK 1010,BEARING,SKF,8
60,GIBS FOOD PRODUCTS,9000149308,"STRAINER;S.S;3/4"";JIS-10K;G#304;F/T;W/F",MECHANICAL,IMPORTED,5
60,GIBS FOOD PRODUCTS,9000062561,MOUSE;WIRED,COMPUTER/ I.T ACCESSORIES,A4TECH,4
24,EXPERT ADVERTISING LAHORE,9000151431,PAINT;EMULSION;NEW COCKLESHELL;9481,BUILDING MATERIAL (E&M),ICI,2
19,VISION LAHORE,9000143590,SLEEVE;L0779830,KBA PARTS,KBA,6
19,VISION LAHORE,9000153432,PLASTER TAPE1'',MEDICINE,FINE,11
6,KIMS,9000090098,"SOCKET;SHIFTER;RUBBER;6""",MECHANICAL,,8
6,KIMS,9000101022,BEARING;THRUST;1730,BEARING,LOCAL,50
9,HINA PACKAGES MULTAN,9000069664,TYRE;W/TUBE+RIM+HUB;SET,MECHANICAL,,50
72,FLOUR MILLS,9000153597,BELT TIMING 360 H 72,BELT,,6
6,KIMS,9000107799,PLC;FX3U-16M,ELECTRICAL,MITSUBISHI,1
40,SMF INDUSTRIES LTD,9000154715,PISTON;DEPOSITOR;JPM-M14-C70,MECHANICAL,TRIVI,5
60,GIBS FOOD PRODUCTS,9000063957,BELT;PLAIN;B 68,BELT,DONGAL,1
40,SMF INDUSTRIES LTD,9000154698,FOOT FIXER;ROBOT;M.S;230X100X85MM,MECHANICAL,ABB,2
24,EXPERT ADVERTISING LAHORE,9000155991,SENSOR;PROXIMITY;NPN;NO;4MM,ELECTRICAL,CHINA,1
60,GIBS FOOD PRODUCTS,9000123027,HEATER;CARTRIDGE;16MMX78MM;110V;300W,ELECTRICAL,,5
40,SMF INDUSTRIES LTD,9000154737,SLEEVE;HEAT RESISTANT;;#4,ELECTRICAL,IMPORTED,11
8,WATER VILLAGE,9000055569,INK;BOTTLE;LARGE,STATIONARY,DOLLAR,4
4,SMF INDUSTRIES LTD # 02,9000048420,BEARING;6315-2RS1,BEARING,SKF,2
1,GIBS,9000143745,BELT;PLAIN;C 160,BELT,DONGAL,3
28,VISION HATTAR ( INDUS ),9000026645,SEAL;DUST SEAL,MECHANICAL,,2
4,SMF INDUSTRIES LTD # 02,9000057362,CHAIR;WHEEL,FURNITURE,GENERAL ITEMS,6
28,VISION HATTAR ( INDUS ),9000133528,"ELBOW;UPVC;45*;2""",BUILDING MATERIAL (E&M),DURA,1
40,SMF INDUSTRIES LTD,9000052562,"PIPE;M.S;SEEMLESS;3/4"";SCH40",MECHANICAL,GENERAL ITEMS,20
60,GIBS FOOD PRODUCTS,9000104081,"HEATER;PLATE;11-1/2""X2"";450 W",ELECTRICAL,,6
40,SMF INDUSTRIES LTD,9000155595,OIL SEAL;30X42X6,BEARING,TC,5
40,SMF INDUSTRIES LTD,9000118664,STEEL IRON;BAR;M.S;ROUND;25MM,MECHANICAL,,100
60,GIBS FOOD PRODUCTS,9000154367,BAR;BRASS;ROUND;10MM,MECHANICAL,,10
60,GIBS FOOD PRODUCTS,9000055075,AIR CONN;ELBOW;PVC;MALE;8MMX1/8''',MECHANICAL,FESTO,12
8,WATER VILLAGE,9000098680,STICKER;REFLECTIVE,STATIONARY,,17500
24,EXPERT ADVERTISING LAHORE,9000120141,INK ROLLER;RUBBERIZE;52MM,SOLNA 225 OP # 07,,1
3,USMAN TRADE LINKERS,9000112063,LOCK;DOOR;HANDLE,BUILDING MATERIAL (E&M),SISLY,1
24,EXPERT ADVERTISING LAHORE,9000089832,BASE;P#9030605,MECHANICAL,IBERICA,20
72,FLOUR MILLS,9000154659,SOCKET PNEUMATIC PVC Ø4MM,MECHANICAL,FESTO,4
5,N.H FOODS MULTAN,9000068060,RELAY;BASE;8 PIN;ROUND,ELECTRICAL,FINDER,10
4,SMF INDUSTRIES LTD # 02,9000029681,TEMP CONTROLLER;RKC-700/741,ELECTRICAL,GENERAL ITEMS,1
19,VISION LAHORE,9000087552,THIMBLE;O TYPE;COPPER;16MM,ELECTRICAL,,10
19,VISION LAHORE,9000070786,THIMBLE;SHROUD;16MM;BLACK,ELECTRICAL,,11
40,SMF INDUSTRIES LTD,9000082480,CABLE;10MM S CORE,ELECTRICAL,PAKISTAN CABLE,250
9,HINA PACKAGES MULTAN,9000125814,BLADE;CARBON;170MMX36MMX4MM,VECUME PUMP,,21
19,VISION LAHORE,9000078684,"CLAMP;PIPE RING;1/2""",BUILDING MATERIAL (E&M),HILTI,15
61,WATER PARK ( MANSOOR SNACKS),9000126040,SYRINGE;5CC,MEDICINE,,176
6,KIMS,9000104226,AUXILERY;BLOCK M.C;LADN11,ELECTRICAL,SCHNEIDER,5
1,GIBS,9000050463,PLC;FBS 60MCR2-AC,ELECTRICAL,FATEK,1
72,FLOUR MILLS,9000053916,BOLT;L KEY;S.S;4MMX30MM,MECHANICAL,GENERAL ITEMS,50
72,FLOUR MILLS,9000152400,D-SHACKLE CAPACITY:2 TON,MECHANICAL,,4
72,FLOUR MILLS,9000051644,"FAN;CEILING;56""",ELECTRICAL,PAK FAN,5
1,GIBS,9000158131,OIL;SEAL;22X47X7,BEARING,IMPORTED,6
40,SMF INDUSTRIES LTD,9000055524,STAPLE PIN;23/17,STATIONARY,DOLLAR,5
72,FLOUR MILLS,9000158923,REDUCER S.S 30MM-50MM,ELECTRICAL,,16
9,HINA PACKAGES MULTAN,9000045473,BEARING;6008-2Z,BEARING,SKF,7
72,FLOUR MILLS,9000159255,SOCKET PVC DIA=20MM,ELECTRICAL,FULL TOP,80
72,FLOUR MILLS,9000158300,DETTOL HANDWASH 250ML,GENERAL,DETTOL,1
6,KIMS,9000153370,VALVE;BUTTERFLY;S.S;51MM;G#304,MECHANICAL,,2
3,USMAN TRADE LINKERS,9000023670,FILTER GENERATOR CH 10930,MECHANICAL,GENERAL ITEMS,1
72,FLOUR MILLS,9000160023,RELAY 34.51.7.024.0010 6AMP 24V,ELECTRICAL,FINDER,1
73,PREMIER TECH PACKAGES,9000055523,"NOTE PAD;WHITE;3""X3""",STATIONARY,GENERAL ITEMS,10
72,FLOUR MILLS,9000159634,SLEEVE;RUBBER;TUBE;82MM,MECHANICAL,,4
72,FLOUR MILLS,9000159707,PNEUMATIC ELBOW 10MM,MECHANICAL,,13
72,FLOUR MILLS,9000068689,"VALVE;BALL;M.S;1""",MECHANICAL,,17
72,FLOUR MILLS,9000052717,"SOCKET;M.S;2""",MECHANICAL,GENERAL ITEMS,14
9,HINA PACKAGES MULTAN,9000125109,"TAPE;DOUBLE SIDE;2""",MECHANICAL,,378
40,SMF INDUSTRIES LTD,9000029712,EMERY PAPER;(FEET),BUILDING MATERIAL (E&M),,20
40,SMF INDUSTRIES LTD,9000159913,GOTI;S.S;LONG;32MM;12P,TOOLS,CHINA,1
40,SMF INDUSTRIES LTD,9000159915,GOTI;S.S;36MM;3/4 DRIVE,TOOLS,CHINA,1
40,SMF INDUSTRIES LTD,9000159916,GOTI;S.S;LONG;14MM;12P,TOOLS,GENIUS,1
40,SMF INDUSTRIES LTD,9000064120,SPANNER;RING-SET;#6-#32,TOOLS,J TECH,1
72,FLOUR MILLS,9000082921,REGISTER;A4;#20,STATIONARY,HERO,20
72,FLOUR MILLS,9000150526,NEEDLE CLAMP NUT HA56,MECHANICAL,UNION SPECIAL,1
72,FLOUR MILLS,9000150531,THREAD EYELET G334,MECHANICAL,UNION SPECIAL,3
9,HINA PACKAGES MULTAN,9000157279,PLATE;M.S;170MMX260MMX18MM,MECHANICAL,,5
4,SMF INDUSTRIES LTD # 02,9000025470,THREAD GUAGE,TOOLS,GENERAL ITEMS,2
73,PREMIER TECH PACKAGES,9000055580,"ENVELOPE;9""X4"";KHAKI",STATIONARY,GENERAL ITEMS,36
73,PREMIER TECH PACKAGES,9000126030,SCREW;SELF DRILLING;10MMX25MM,MECHANICAL,,500
24,EXPERT ADVERTISING LAHORE,9000095967,CABLE;1MM 2 CORE;FLEXIBLE,ELECTRICAL,FAST CABLE,2
72,FLOUR MILLS,9000160129,JOINT J-HOOK FOR MESH TRAY;4499907,ELECTRICAL,,530
72,FLOUR MILLS,9000160132,COVER FOR PANEL BASE;95X700MM,ELECTRICAL,,11
72,FLOUR MILLS,9000087523,SHEET;S.S;FABRICATE,MECHANICAL,,26
1,GIBS,9000116460,CONNECTOR;LINEUP;4MM,ELECTRICAL,OMIKA,100
3,USMAN TRADE LINKERS,9000105015,AIR;CYLINDER;CP96SDB;40X80;9-0353216,MECHANICAL,IMPORTED,4
